Overhead,Command,Object,Symbol,Layer,Layer2,Layer3
0.01%,Tpool2_-1,nr-softmodem,ldpc8blocks,PHY,HIGH PHY,LDPC
0.01%,thread_FH,libpthread-2.27.so,__pthread_mutex_unlock,PHY,LOW PHY,
0.01%,feprx,nr-softmodem,nr_feprx_thread,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],nohz_balance_exit_idle.part.98,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],trigger_load_balance,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_generate_pbch,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],task_ctx_sched_out,PHY,LOW PHY,
0.01%,thread_FH,libpthread-2.27.so,__libc_recv,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],sys_recvfrom,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,libpthread-2.27.so,__libc_read,RRC,,
0.01%,feptx,[kernel.kallsyms],irq_work_run_list,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,nr_polar_params,PHY,HIGH PHY,
0.01%,feptx,libpthread-2.27.so,__lll_unlock_wake,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_gnb_measurements,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],find_first_bit,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],schedule,RRC,,
0.01%,thread_FH,[kernel.kallsyms],rto_next_cpu,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],rcu_irq_exit,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,check_crc,PHY,HIGH PHY,
0.01%,Tpool1_-1,nr-softmodem,mac_rlc_status_ind,RLC,,
0.01%,thread_FH,[kernel.kallsyms],rcu_check_callbacks,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],irq_work_queue_on,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],schedule,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],skb_free_head,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],fput_many,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_stream_memory_free,PHY,LOW PHY,
0.01%,feptx,nr-softmodem,pthread_cond_signal@plt,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],switch_to_thread_stack,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__tcp_ack_snd_check,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__indirect_thunk_start,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],dequeue_rt_stack,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],skb_csum_hwoffload_help,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_ack_update_rtt.isra.39,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,schedule_nr_mib,MAC,,
0.01%,thread_FH,[kernel.kallsyms],enqueue_entity,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_schedule_response,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],detach_if_pending,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],sched_clock_cpu,PHY,LOW PHY,
0.01%,pdcp_timer,[kernel.kallsyms],entry_SYSCALL_64_stage2,PDCP,,
0.01%,thread_FH,[kernel.kallsyms],__alloc_skb,PHY,LOW PHY,
0.01%,Tpool0_-1,nr-softmodem,dB_fixed_x10,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],validate_xmit_skb,PHY,LOW PHY,
0.01%,pdcp_timer,[unknown],0xfffffe000015d01b,PDCP,,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],ip_route_output_key_hash_rcu,NG,,
0.01%,Tpool2_-1,nr-softmodem,nr_compute_tbslbrm,MAC,,
0.01%,feprx,[kernel.kallsyms],check_preempt_curr,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_established_options,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],ip_send_check,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__rcu_read_lock,PHY,LOW PHY,
0.01%,Tpool3_-1,libdfts.so,idft,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__kfree_skb,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],update_rt_migration,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__irq_wake_thread,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,nr_schedule_response,PHY,HIGH PHY,
0.01%,Tpool0_-1,nr-softmodem,nr_codeword_scrambling,PHY,HIGH PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,thread_FH,[kernel.kallsyms],__irq_work_queue_local,PHY,LOW PHY,
0.01%,Tpool0_-1,nr-softmodem,dB_fixed,PHY,LOW PHY,
0.01%,Tpool0_-1,nr-softmodem,pf_ul,MAC,,
0.01%,feptx,[kernel.kallsyms],ttwu_do_activate,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,phy_procedures_gNB_TX,PHY,,
0.01%,thread_FH,[kernel.kallsyms],ip_finish_output,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],import_single_range,PHY,LOW PHY,
0.01%,feptx,libdfts.so,idft1024@plt,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,schedule_control_sib1,MAC,,
0.01%,thread_FH,[kernel.kallsyms],__netdev_pick_tx,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],ksize,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],cpumask_next,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,mac_rlc_data_ind,RLC,,
0.01%,TASK_GTPV1_U,nr-softmodem,itti_get_events_locked,NG,,
0.01%,thread_FH,nr-softmodem,nr_slot_select,PHY,LOW PHY,
0.01%,Tpool3_-1,libdfts.so,idft2048,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,nr-softmodem,nr_rrc_subframe_process,RRC,,
0.01%,thread_FH,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],_raw_spin_unlock,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__local_bh_enable_ip,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,phy_procedures_gNB_uespec_RX,PHY,HIGH PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,thread_FH,[kernel.kallsyms],tcp_current_mss,PHY,LOW PHY,
0.01%,thread_FH,[unknown],0xfffffe000006801e,PHY,LOW PHY,
0.01%,Tpool0_-1,libdfts.so,idft64@plt,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,handle_nr_uci,MAC,,
0.01%,Tpool2_-1,nr-softmodem,nr_schedule_ue_spec,MAC,,
0.01%,thread_FH,[kernel.kallsyms],kmem_cache_alloc_node,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],raise_softirq,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],trigger_dyntick_cpu.isra.35,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_generate_dci,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],skb_release_all,PHY,LOW PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,thread_FH,nr-softmodem,find_nr_prach_ru,PHY,LOW PHY,
0.01%,thread_FH,libdfts.so,dft64@plt,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],futex_wait,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],trigger_load_balance,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,nr_rlc_pdu_decoder_get_bits,RLC,,
0.01%,feptx,[kernel.kallsyms],pull_rt_task,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],sched_put_rd,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],__fget_light,NG,,
0.01%,feptx,[kernel.kallsyms],wake_q_add,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],plist_del,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],entry_SYSCALL_64_stage2,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_event_data_recv,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_try_rmem_schedule,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,nr_fr1_ulsch_preprocessor,MAC,,
0.01%,thread_FH,[kernel.kallsyms],llist_add_batch,PHY,LOW PHY,
0.01%,Tpool1_-1,nr-softmodem,crc16,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],_raw_spin_unlock_irq,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],lock_timer_base,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],ttwu_do_wakeup,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],update_vsyscall,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],resched_curr,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],_find_next_bit,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],set_task_rq_fair,PHY,LOW PHY,
0.01%,thread_FH,nr-softmodem,rx_nr_prach_ru,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],tick_sched_handle,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__release_sock,PHY,LOW PHY,
0.01%,thread_FH,nr-softmodem,nr_fep0,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],rcu_irq_enter,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],x2apic_send_IPI,PHY,LOW PHY,
0.01%,pdcp_timer,libpthread-2.27.so,__pthread_mutex_unlock,PDCP,,
0.01%,thread_FH,[kernel.kallsyms],put_prev_task_rt,PHY,LOW PHY,
0.01%,feptx,nr-softmodem,get_samples_per_slot,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],mlx4_en_features_check,PHY,LOW PHY,
0.01%,thread_FH,[unknown],0xfffffe00000fb01b,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],ksize,NG,,
0.01%,thread_FH,[kernel.kallsyms],irq_exit,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],read_tsc,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,check_crc,PHY,HIGH PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,feprx,[unknown],0xfffffe00000ca01b,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,nr_fr1_ulsch_preprocessor,MAC,,
0.01%,Tpool3_-1,nr-softmodem,nr_interleaving_ldpc,PHY,HIGH PHY,LDPC
0.01%,TASK_GTPV1_U,[kernel.kallsyms],siphash_3u32,NG,,
0.01%,feptx,[kernel.kallsyms],exit_to_usermode_loop,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,crc24b,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],sys_epoll_wait,PHY,LOW PHY,
0.01%,thread_FH,[unknown],0xfffffe0000068000,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],swiotlb_map_page,NG,,
0.01%,thread_FH,[kernel.kallsyms],tcp_validate_incoming,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],apparmor_file_permission,RRC,,
0.01%,thread_FH,nr-softmodem,get_nr_prach_duration,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],skb_try_coalesce,PHY,LOW PHY,
0.01%,feptx,[unknown],0xfffffe000009901b,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],account_system_time,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__dev_queue_xmit,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],ip_setup_cork,NG,,
0.01%,Tpool1_-1,nr-softmodem,pf_dl,MAC,,
0.01%,thread_FH,nr-softmodem,get_slot_from_timestamp,PHY,LOW PHY,
0.01%,Tpool0_-1,nr-softmodem,crc24b,PHY,HIGH PHY,
0.01%,feptx,[unknown],0xfffffe000003701e,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],rto_push_irq_work_func,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],pick_next_task_dl,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],find_lowest_rq,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],tcp_cleanup_rbuf,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],__rcu_read_lock,NG,,
0.01%,feptx,[kernel.kallsyms],nohz_balance_exit_idle.part.98,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],get_futex_value_locked,PHY,LOW PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,thread_FH,[kernel.kallsyms],__free_pages_ok,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],__ip_dev_find,NG,,
0.01%,thread_FH,[kernel.kallsyms],__tcp_select_window,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],ep_item_poll.isra.12,PHY,LOW PHY,
0.01%,pdcp_timer,libpthread-2.27.so,__pthread_mutex_lock,PDCP,,
0.01%,TASK_RRC_GNB,[unknown],0xfffffe000015d025,RRC,,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],__perf_event_task_sched_in,NG,,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],ip_send_check,NG,,
0.01%,pdcp_timer,libpthread-2.27.so,pthread_cond_wait@@GLIBC_2.3.2,PDCP,,
0.01%,Tpool2_-1,nr-softmodem,polar_encoder_fast,PHY,HIGH PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],intel_pmu_disable_all,NG,,
0.01%,Tpool2_-1,libldpc.so,ldpc_BG2_Zc88_byte,PHY,HIGH PHY,LDPC
0.01%,Tpool0_-1,nr-softmodem,phy_procedures_gNB_TX,PHY,,
0.01%,Tpool0_-1,libldpc.so,ldpc192_byte,PHY,HIGH PHY,LDPC
0.01%,Tpool3_-1,nr-softmodem,ldpc8blocks,PHY,HIGH PHY,LDPC
0.01%,Tpool3_-1,nr-softmodem,nr_schedule_ulsch,MAC,,
0.01%,Tpool1_-1,nr-softmodem,pf_ul,MAC,,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,Tpool0_-1,nr-softmodem,crc24a,PHY,HIGH PHY,
0.01%,thread_FH,[kernel.kallsyms],mlx4_en_select_queue,PHY,LOW PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,thread_FH,[kernel.kallsyms],ip_queue_xmit,PHY,LOW PHY,
0.01%,pdcp_timer,[kernel.kallsyms],pull_rt_task,PDCP,,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,feptx,[kernel.kallsyms],futex_wait_setup,PHY,LOW PHY,
0.01%,Tpool3_-1,nr-softmodem,polar_encoder_fast,PHY,HIGH PHY,
0.01%,pdcp_timer,[unknown],0xfffffe000003701b,PDCP,,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,thread_FH,[kernel.kallsyms],tcp_queue_rcv,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],eventfd_poll,NG,,
0.01%,Tpool2_-1,libldpc.so,nrLDPC_decod,PHY,HIGH PHY,LDPC
0.01%,pdcp_timer,[kernel.kallsyms],_raw_spin_lock,PDCP,,
0.01%,Tpool0_-1,nr-softmodem,schedule_nr_mib,MAC,,
0.01%,feptx,[kernel.kallsyms],update_rq_clock,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],_raw_spin_lock_irqsave,RRC,,
0.01%,feprx,libpthread-2.27.so,__pthread_mutex_unlock,PHY,LOW PHY,
0.01%,feprx,[kernel.kallsyms],__perf_event_task_sched_out,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],native_write_msr,NG,,
0.01%,Tpool2_-1,nr-softmodem,nr_interleaving_ldpc,PHY,HIGH PHY,LDPC
0.01%,feptx,[unknown],0xfffffe000009901e,PHY,LOW PHY,
0.01%,PDCP,data,libpthread-2.27.so,PDCP,,
0.01%,Tpool2_-1,nr-softmodem,crc16,PHY,HIGH PHY,
0.01%,Tpool3_-1,libldpc.so,nrLDPC_encod,PHY,HIGH PHY,LDPC
0.01%,Tpool1_-1,nr-softmodem,nr_generate_dci,PHY,HIGH PHY,
0.01%,feptx,[kernel.kallsyms],native_smp_send_reschedule,PHY,LOW PHY,
0.01%,Tpool0_-1,nr-softmodem,NR_UL_indication,MAC,,
0.01%,Tpool2_-1,nr-softmodem,dB_fixed,PHY,LOW PHY,
0.01%,PDCP,data,libpthread-2.27.so,PDCP,,
0.01%,feprx,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[unknown],0xfffffe00000fb025,RRC,,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],pick_next_task_fair,NG,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],find_busiest_group,RRC,,
0.01%,feptx,[kernel.kallsyms],__rcu_read_unlock,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,libpthread-2.27.so,__pthread_disable_asynccancel,NG,,
0.01%,pdcp_timer,nr-softmodem,nr_pdcp_timer_thread,PDCP,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],fput,RRC,,
0.01%,Tpool2_-1,libldpc.so,nrLDPC_encod,PHY,HIGH PHY,LDPC
0.01%,feptx,[kernel.kallsyms],rcu_note_context_switch,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],sched_get_rd,PHY,LOW PHY,
0.01%,pdcp_timer,[kernel.kallsyms],enqueue_top_rt_rq,PDCP,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],native_write_msr,RRC,,
0.01%,pdcp_timer,nr-softmodem,nr_pdcp_manager_unlock,PDCP,,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,Tpool3_-1,nr-softmodem,nr_rlc_entity_am_recv_pdu,RLC,,
0.01%,feptx,[kernel.kallsyms],deactivate_task,PHY,LOW PHY,
0.01%,Tpool2_-1,nr-softmodem,handle_nr_uci_pucch_0_1,MAC,,
0.01%,Tpool1_-1,nr-softmodem,nr_rlc_manager_get_ue,RLC,,
0.01%,Tpool3_-1,nr-softmodem,crc24b,PHY,HIGH PHY,
0.01%,PDCP,data,[kernel.kallsyms],PDCP,,
0.01%,feptx,[kernel.kallsyms],dequeue_top_rt_rq,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],__alloc_skb,NG,,
0.01%,feptx,[kernel.kallsyms],futex_wait,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],skb_clone_tx_timestamp,NG,,
0.01%,Tpool1_-1,libldpc.so,nrLDPC_decod,PHY,HIGH PHY,LDPC
0.01%,thread_FH,[kernel.kallsyms],pvclock_gtod_notify,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,libpthread-2.27.so,__pthread_mutex_lock,RRC,,
0.01%,feprx,[kernel.kallsyms],__entry_trampoline_start,PHY,LOW PHY,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],aa_sock_msg_perm,NG,,
0.01%,feprx,[kernel.kallsyms],__indirect_thunk_start,PHY,LOW PHY,
0.00%,Tpool1_-1,nr-softmodem,nr_generate_pdsch,PHY,HIGH PHY,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],SYSC_sendto,NG,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],kmem_cache_alloc_node,NG,,
0.00%,pdcp_timer,[kernel.kallsyms],finish_task_switch,PDCP,,
0.00%,feprx,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,
0.00%,pdcp_timer,[kernel.kallsyms],entry_SYSCALL_64_after_hwframe,PDCP,,
0.00%,pdcp_timer,[kernel.kallsyms],dequeue_task_rt,PDCP,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],ep_item_poll.isra.12,RRC,,
0.00%,feprx,libpthread-2.27.so,__pthread_mutex_lock,PHY,LOW PHY,
0.00%,TASK_RRC_GNB,[unknown],0xfffffe00000fb01e,RRC,,
0.00%,pdcp_timer,[kernel.kallsyms],futex_wait,PDCP,,
0.00%,feprx,[kernel.kallsyms],deactivate_task,PHY,LOW PHY,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],mutex_lock,RRC,,
0.00%,feptx,[kernel.kallsyms],dequeue_task_rt,PHY,LOW PHY,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,nr-softmodem,nr-softmodem,get_samples_per_slot,PHY,LOW PHY,
0.00%,PDCP,data,[unknown],PDCP,,
0.00%,Tpool0_-1,libldpc.so,ldpc_BG2_Zc88_byte,PHY,HIGH PHY,LDPC
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],native_apic_msr_eoi_write,RRC,,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,pdcp_timer,[kernel.kallsyms],futex_wait_setup,PDCP,,
0.00%,Tpool3_-1,nr-softmodem,dB_fixed,PHY,LOW PHY,
0.00%,pdcp_timer,libpthread-2.27.so,__pthread_disable_asynccancel,PDCP,,
0.00%,feptx,[unknown],0xfffffe000006801e,PHY,LOW PHY,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,PDCP,data,libc-2.27.so,PDCP,,
0.00%,feptx,[kernel.kallsyms],__acct_update_integrals,PHY,LOW PHY,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],pick_next_task_idle,RRC,,
0.00%,Tpool0_-1,nr-softmodem,nr_fr1_ulsch_preprocessor,MAC,,
0.00%,Tpool1_-1,nr-softmodem,get_dmrs_freq_idx,PHY,HIGH PHY,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],mlx4_en_xmit,NG,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],ep_poll_callback,RRC,,
0.00%,TASK_RRC_GNB,nr-softmodem,rrc_nr_ue_tree_s_RB_MINMAX,RRC,,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,PDCP,data,nr-softmodem,PDCP,,
0.00%,pdcp_timer,[kernel.kallsyms],__msecs_to_jiffies,PDCP,,
0.00%,pdcp_timer,[kernel.kallsyms],get_futex_key,PDCP,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],__rcu_read_unlock,RRC,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],ip_finish_output,NG,,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],__fdget_pos,RRC,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],finish_task_switch,RRC,,
0.00%,Tpool1_-1,libldpc.so,nrLDPC_encod,PHY,HIGH PHY,LDPC
0.00%,TASK_RRC_GNB,[kernel.kallsyms],irq_work_run,RRC,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],ep_scan_ready_list.constprop.17,RRC,,
0.00%,feptx,[unknown],0xfffffe00000ca000,PHY,LOW PHY,
0.00%,pdcp_timer,[kernel.kallsyms],sys_futex,PDCP,,
0.00%,pdcp_timer,libc-2.27.so,malloc_consolidate,PDCP,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],ip_finish_output2,NG,,
0.00%,pdcp_timer,[unknown],0xfffffe000012c00c,PDCP,,
0.00%,feptx,[kernel.kallsyms],llist_add_batch,PHY,LOW PHY,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],vfs_read,RRC,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],rcu_note_context_switch,RRC,,
0.00%,pdcp_timer,[kernel.kallsyms],futex_wake,PDCP,,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,pdcp_timer,[kernel.kallsyms],dequeue_rt_stack,PDCP,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],pick_next_task_rt,RRC,,
0.00%,pdcp_timer,[kernel.kallsyms],sched_avg_update,PDCP,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],schedule_hrtimeout_range_clock,RRC,,
0.00%,pdcp_timer,[kernel.kallsyms],hash_futex,PDCP,,
0.00%,TASK_GNB_APP,[kernel.kallsyms],__fget_light,SL,,
0.00%,TASK_RRC_GNB,libpthread-2.27.so,__pthread_mutex_unlock,RRC,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],eventfd_ctx_read,RRC,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],update_curr_rt,RRC,,
0.00%,pdcp_timer,[kernel.kallsyms],__perf_event_task_sched_in,PDCP,,
0.00%,pdcp_timer,[unknown],0xfffffe0000099025,PDCP,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],ip_route_output_key_hash,NG,,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,TASK_GNB_APP,libc-2.27.so,vfprintf,SL,,
0.00%,thread_FH,[kernel.kallsyms],__fget_light,PHY,LOW PHY,
0.00%,PDCP,data,nr-softmodem,PDCP,,
0.00%,pdcp_timer,[kernel.kallsyms],sched_clock_cpu,PDCP,,
0.00%,TASK_GNB_APP,libc-2.27.so,__libc_alloca_cutoff,SL,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],ipv4_mtu,NG,,
0.00%,TASK_GNB_APP,[kernel.kallsyms],ext4_llseek,SL,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],ip_route_output_flow,NG,,
0.00%,TASK_GNB_APP,libc-2.27.so,_IO_default_xsputn,SL,,
0.00%,TASK_RRC_GNB,nr-softmodem,is_x2ap_enabled,RRC,,
0.00%,TASK_GNB_APP,nr-softmodem,dump_mac_stats,SL,,
0.00%,PDCP,data,libc-2.27.so,PDCP,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],__fsnotify_parent,NG,,
0.00%,PDCP,data,nr-softmodem,PDCP,,
0.00%,thread_FH,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,
0.00%,pdcp_timer,[kernel.kallsyms],note_interrupt,PDCP,,
0.00%,TASK_RRC_GNB,[unknown],0xfffffe000006801b,RRC,,
0.00%,feptx,[kernel.kallsyms],tick_sched_do_timer,PHY,LOW PHY,
0.00%,feptx,[kernel.kallsyms],native_apic_msr_write,PHY,LOW PHY,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],native_apic_msr_write,RRC,,
0.00%,PDCP,data,[kernel.kallsyms],PDCP,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],native_apic_msr_write,NG,,
0.00%,pdcp_timer,[kernel.kallsyms],native_apic_msr_write,PDCP,,
0.00%,thread_FH,[kernel.kallsyms],native_apic_msr_write,PHY,LOW PHY,
0.00%,feprx,[kernel.kallsyms],native_apic_msr_write,PHY,LOW PHY,
0.00%,TASK_GNB_APP,[kernel.kallsyms],native_apic_msr_write,SL,,
0.00%,feptx,[kernel.kallsyms],native_write_msr,PHY,LOW PHY,
0.00%,pdcp_timer,[kernel.kallsyms],native_write_msr,PDCP,,
0.00%,TASK_GNB_APP,[kernel.kallsyms],native_write_msr,SL,,
