Overhead,Command,Object,Symbol,Layer,Layer2,Layer3
0.03%,Tpool3_-1,nr-softmodem,nr_codeword_scrambling,PHY,HIGH PHY,
0.03%,Tpool0_-1,nr-softmodem,rx_nr_prach,PHY,LOW PHY,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],insert_work,NG,PDCP,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],account_entity_enqueue,NG,PDCP,
0.03%,Tpool3_-1,nr-softmodem,sn_compare_tx,RLC,,
0.03%,thread_FH,libdfts.so,dft256@plt,PHY,LOW PHY,
0.03%,TASK_GTPV1_U,libc-2.27.so,__vsnprintf_chk,NG,PDCP,
0.03%,thread_FH,nr-softmodem,get_samples_per_slot,PHY,LOW PHY,
0.03%,thread_FH,[unknown],0xfffffe00000fb01b,PHY,LOW PHY,
0.03%,thread_FH,[kernel.kallsyms],mlx4_en_xmit,PHY,LOW PHY,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],down_read,NG,PDCP,
0.03%,thread_FH,[kernel.kallsyms],sock_poll,PHY,LOW PHY,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],__x86_indirect_thunk_r8,NG,PDCP,
0.03%,Tpool1_-1,nr-softmodem,fill_ul_rb_mask,PHY,LOW PHY,
0.03%,feprx,[kernel.kallsyms],select_task_rq_rt,PHY,LOW PHY,
0.03%,Tpool3_-1,nr-softmodem,nr_ulsch_extract_rbs_single,PHY,???,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],tty_write_room,NG,PDCP,
0.03%,TASK_GTPV1_U,[kernel.kallsyms],skb_release_head_state,NG,PDCP,
0.03%,thread_FH,nr-softmodem,rx_rf,PHY,LOW PHY,
0.03%,Tpool1_-1,libdfts.so,idft1024,PHY,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],__virt_addr_valid,NG,PDCP,
0.02%,Tpool2_-1,nr-softmodem,polar_encoder_fast,PHY,HIGH PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],update_curr,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],wake_up_q,NG,PDCP,
0.02%,RLC,queue,[k],RLC,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],tty_flip_buffer_push,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],do_futex,NG,PDCP,
0.02%,RLC,queue,[.],RLC,,
0.02%,thread_FH,[kernel.kallsyms],llist_add_batch,PHY,LOW PHY,
0.02%,Tpool2_-1,nr-softmodem,nr_rlc_pdu_encoder_put_bits,RLC,,
0.02%,thread_FH,libpthread-2.27.so,pthread_cond_wait@@GLIBC_2.3.2,PHY,LOW PHY,
0.02%,thread_FH,[unknown],0xfffffe00000fb01e,PHY,LOW PHY,
0.02%,Tpool0_-1,nr-softmodem,signal_energy_nodc,PHY,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],pick_next_task_idle,NG,PDCP,
0.02%,feptx,[kernel.kallsyms],pick_next_task_fair,PHY,LOW PHY,
0.02%,Tpool2_-1,nr-softmodem,nr_pdcch_scrambling,PHY,,
0.02%,Tpool3_-1,libdfts.so,idft1024,PHY,,
0.02%,Tpool1_-1,nr-softmodem,nr_pdcch_scrambling,PHY,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],plist_add,NG,PDCP,
0.02%,Tpool0_-1,nr-softmodem,nr_rx_pusch,PHY,LOW PHY???,
0.02%,feptx,[kernel.kallsyms],__entry_trampoline_start,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,nr-softmodem,gtpv1uTask,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],up_read,NG,PDCP,
0.02%,thread_FH,[kernel.kallsyms],__tcp_send_ack.part.38,PHY,LOW PHY,
0.02%,Tpool2_-1,nr-softmodem,nr_rlc_sdu_segment_list_add,RLC,,
0.02%,Tpool0_-1,nr-softmodem,nr_rlc_pdu_decoder_get_bits,RLC,,
0.02%,Tpool1_-1,nr-softmodem,nr_segmentation,PHY,HIGH PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],ep_scan_ready_list.constprop.17,NG,PDCP,
0.02%,feptx,[kernel.kallsyms],balance_runtime,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],check_stack_object,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],switch_to_thread_stack,NG,PDCP,
0.02%,thread_FH,[kernel.kallsyms],kmem_cache_alloc_node,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],futex_wait,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],mutex_trylock,NG,PDCP,
0.02%,thread_FH,[kernel.kallsyms],raise_softirq,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],csum_block_add_ext,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],wake_up_process,NG,PDCP,
0.02%,Tpool0_-1,nr-softmodem,fill_ul_rb_mask,PHY,LOW PHY,
0.02%,Tpool0_-1,nr-softmodem,gNB_I0_measurements,PHY,LOW PHY,
0.02%,feptx,libdfts.so,idft,PHY,LOW PHY,
0.02%,Tpool0_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC
0.02%,TASK_GTPV1_U,[kernel.kallsyms],llist_del_first,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],task_tick_rt,NG,PDCP,
0.02%,thread_FH,[kernel.kallsyms],schedule_hrtimeout_range,PHY,LOW PHY,
0.02%,feprx,[kernel.kallsyms],_raw_spin_lock,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],update_rq_clock,NG,PDCP,
0.02%,Tpool3_-1,nr-softmodem,get_dmrs_freq_idx,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],irq_work_run_list,NG,PDCP,
0.02%,RLC,queue,[k],RLC,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],_raw_spin_unlock_irq,NG,PDCP,
0.02%,RLC,queue,[.],RLC,,
0.02%,RLC,queue,[k],RLC,,
0.02%,Tpool2_-1,nr-softmodem,gNB_I0_measurements,PHY,LOW PHY,
0.02%,thread_FH,[kernel.kallsyms],_raw_spin_unlock_irqrestore,PHY,LOW PHY,
0.02%,RLC,queue,[k],RLC,,
0.02%,Tpool1_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY???,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],hash_futex,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],__fdget_pos,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],rb_insert_color_cached,NG,PDCP,
0.02%,RLC,queue,[.],RLC,,
0.02%,RLC,queue,[k],RLC,,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],schedule_hrtimeout_range_clock,RRC,,
0.02%,TASK_RRC_GNB,nr-softmodem,itti_receive_msg,RRC,,
0.02%,TASK_GTPV1_U,libpthread-2.27.so,__libc_recvfrom,NG,PDCP,
0.02%,RLC,queue,[.],RLC,,
0.02%,feprx,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,polar_encoder_fast,PHY,HIGH PHY,
0.02%,RLC,queue,[.],RLC,,
0.02%,RLC,queue,[k],RLC,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],x86_pmu_disable,NG,PDCP,
0.02%,feprx,[kernel.kallsyms],futex_wait_queue_me,PHY,LOW PHY,
0.02%,RLC,queue,[k],RLC,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],skb_checksum,NG,PDCP,
0.02%,feptx,[kernel.kallsyms],prepare_exit_to_usermode,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],_copy_from_user,NG,PDCP,
0.02%,feptx,[kernel.kallsyms],_raw_spin_lock,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],kmem_cache_free,NG,PDCP,
0.02%,feptx,nr-softmodem,PHY_ofdm_mod.part.0,PHY,LOW PHY,
0.02%,feptx,[kernel.kallsyms],add_interrupt_randomness,PHY,LOW PHY,
0.02%,RLC,queue,[k],RLC,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],import_single_range,NG,PDCP,
0.02%,RLC,queue,[k],RLC,,
0.02%,TASK_GTPV1_U,nr-softmodem,pthread_mutex_lock@plt,NG,PDCP,
0.02%,feptx,[kernel.kallsyms],__perf_event_task_sched_out,PHY,LOW PHY,
0.02%,TASK_GTPV1_U,[unknown],0xfffffe000003700c,NG,PDCP,
0.02%,Tpool0_-1,nr-softmodem,allowed_xlsch_re_in_dmrs_symbol,PHY,LOW PHY or RF,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],update_cfs_group,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],fsnotify,NG,PDCP,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],schedule_hrtimeout_range,NG,PDCP,
0.02%,Tpool2_-1,nr-softmodem,NR_UL_indication,PHY,LOW PHY???,
0.02%,Tpool3_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY???,
0.02%,Tpool0_-1,nr-softmodem,sn_compare_tx,RLC,,
0.02%,RLC,queue,[k],RLC,,
0.02%,RLC,queue,[k],RLC,,
0.02%,Tpool3_-1,nr-softmodem,fill_ul_rb_mask,PHY,LOW PHY,
0.02%,RLC,queue,[k],RLC,,
0.02%,RLC,queue,[k],RLC,,
0.02%,TASK_GTPV1_U,[kernel.kallsyms],udp_poll,NG,PDCP,
0.02%,feptx,[kernel.kallsyms],cpupri_set,PHY,LOW PHY,
0.02%,Tpool3_-1,nr-softmodem,allowed_xlsch_re_in_dmrs_symbol,PHY,LOW PHY or RF,
0.02%,RLC,queue,[k],RLC,,
0.02%,RLC,queue,[k],RLC,,
0.02%,pdcp_timer,[kernel.kallsyms],scheduler_tick,PDCP,,
0.02%,TASK_RRC_GNB,[kernel.kallsyms],entry_SYSCALL_64_after_hwframe,RRC,,
0.02%,RLC,queue,[k],RLC,,
0.01%,RLC,queue,[.],RLC,,
0.01%,RLC,queue,[k],RLC,,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],intel_pmu_disable_all,NG,PDCP,
0.01%,RLC,queue,[k],RLC,,
0.01%,RLC,queue,[k],RLC,,
0.01%,RLC,queue,[k],RLC,,
0.01%,pdcp_timer,[kernel.kallsyms],update_curr_rt,PDCP,,
0.01%,RLC,queue,[k],RLC,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],ep_send_events_proc,RRC,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],ep_item_poll.isra.12,RRC,,
0.01%,RLC,queue,[k],RLC,,
0.01%,feprx,[kernel.kallsyms],add_interrupt_randomness,PHY,LOW PHY,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],__indirect_thunk_start,RRC,,
0.01%,RLC,queue,[k],RLC,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],_raw_spin_lock_irqsave,RRC,,
0.01%,RLC,queue,[k],RLC,,
0.01%,Tpool1_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC
0.01%,feptx,libpthread-2.27.so,__lll_unlock_wake,PHY,LOW PHY,
0.01%,RLC,queue,[k],RLC,,
0.01%,RLC,queue,[k],RLC,,
0.01%,TASK_RRC_GNB,[kernel.kallsyms],ep_poll_callback,RRC,,
0.01%,TASK_GTPV1_U,[kernel.kallsyms],wq_worker_waking_up,NG,PDCP,
0.01%,RLC,queue,[k],RLC,,
0.01%,pdcp_timer,[kernel.kallsyms],sched_avg_update,PDCP,,
0.01%,thread_FH,[kernel.kallsyms],smp_call_function_single_interrupt,PHY,LOW PHY,
0.01%,feprx,nr-softmodem,nr_slot_fep_ul,PHY,LOW PHY,
0.01%,RLC,queue,[k],RLC,,
0.01%,pdcp_timer,[kernel.kallsyms],__cgroup_account_cputime,PDCP,,
0.01%,TASK_RRC_GNB,nr-softmodem,rrc_nr_ue_tree_s_RB_MINMAX,RRC,,
0.01%,thread_FH,[kernel.kallsyms],aa_sock_msg_perm,PHY,LOW PHY,
0.01%,feprx,libdfts.so,dft,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],switch_to_thread_stack,PHY,LOW PHY,
0.01%,feptx,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,
0.01%,thread_FH,[kernel.kallsyms],__fget,PHY,LOW PHY,
0.01%,pdcp_timer,[kernel.kallsyms],sched_clock_cpu,PDCP,,
0.00%,RLC,queue,[k],RLC,,
0.00%,feptx,[kernel.kallsyms],native_apic_msr_write,PHY,LOW PHY,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],native_apic_msr_write,RRC,,
0.00%,pdcp_timer,[kernel.kallsyms],native_apic_msr_write,PDCP,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],native_apic_msr_write,NG,PDCP,
0.00%,RLC,queue,[k],RLC,,
0.00%,thread_FH,[kernel.kallsyms],native_apic_msr_write,PHY,LOW PHY,
0.00%,feprx,[kernel.kallsyms],native_apic_msr_write,PHY,LOW PHY,
0.00%,feptx,[kernel.kallsyms],native_write_msr,PHY,LOW PHY,
0.00%,feptx,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,
0.00%,pdcp_timer,[kernel.kallsyms],__perf_event_task_sched_in,PDCP,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],__perf_event_task_sched_in,RRC,,
0.00%,feprx,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,
0.00%,feptx,[kernel.kallsyms],intel_bts_enable_local,PHY,LOW PHY,
0.00%,pdcp_timer,[kernel.kallsyms],intel_bts_enable_local,PDCP,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],intel_bts_enable_local,NG,PDCP,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],intel_bts_enable_local,RRC,,
0.00%,thread_FH,[kernel.kallsyms],intel_bts_enable_local,PHY,LOW PHY,
0.00%,RLC,queue,[k],RLC,,
0.00%,thread_FH,[kernel.kallsyms],__perf_event_task_sched_in,PHY,LOW PHY,
0.00%,thread_FH,[kernel.kallsyms],_raw_spin_unlock,PHY,LOW PHY,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],_raw_spin_unlock,RRC,,
0.00%,feprx,[kernel.kallsyms],__indirect_thunk_start,PHY,LOW PHY,
0.00%,feprx,[kernel.kallsyms],intel_bts_enable_local,PHY,LOW PHY,
0.00%,thread_FH,[kernel.kallsyms],__indirect_thunk_start,PHY,LOW PHY,
0.00%,RLC,queue,[k],RLC,,
0.00%,RLC,queue,[k],RLC,,
0.00%,TASK_GTPV1_U,[kernel.kallsyms],intel_pmu_enable_all,NG,PDCP,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],finish_task_switch,RRC,,
0.00%,TASK_RRC_GNB,[kernel.kallsyms],intel_pmu_handle_irq,RRC,,
0.00%,feprx,[kernel.kallsyms],_raw_spin_unlock,PHY,LOW PHY,
0.00%,feprx,[kernel.kallsyms],intel_pmu_handle_irq,PHY,LOW PHY,
0.00%,feptx,[kernel.kallsyms],__indirect_thunk_start,PHY,LOW PHY,
0.00%,pdcp_timer,[kernel.kallsyms],_raw_spin_unlock,PDCP,,
0.00%,thread_FH,[kernel.kallsyms],intel_pmu_enable_all,PHY,LOW PHY,
